node,lan,text
Q63247729,en,North Korean Embassy in Madrid incident
Q815187,en,Siege of Philippsburg (1676)
Q542191,en,Battle of Konzer Brücke
Q55638551,en,2018 CS Lombardia Trophy
Q17001322,en,First Battle of Donetsk Airport
Q18697397,en,20th Critics' Choice Awards
Q3042457,en,Platine War
Q815153,en,Siege of Kaiserswerth
Q2889289,en,Battle of Mas Deu
Q30633679,en,2019 NBA All-Star Game
Q3142958,en,1993 Asian Judo Championships
Q30637034,en,Fyre Festival
Q610150,en,Siege of Dresden
Q276821,en,Miss Universe 1980
Q406582,en,Air India Express Flight 812
Q60998244,en,Brumadinho dam disaster
Q2755943,en,UFC 7
Q3775989,en,Battle of Sauchieburn
Q497145,en,"1999 Armenia, Colombia earthquake"
Q67165185,en,2019 Ballon d'Or
Q246553,en,Battle of Nuremberg (1945)
Q1757487,en,Battle of Seven Oaks
Q73288361,en,2007 South Korea oil spill
Q3718708,en,AD 62 Pompeii earthquake
Q1312462,en,Staplehurst rail crash
Q849810,en,Miss Macao
Q495858,en,Chickasaw Wars
Q1491406,en,557 Constantinople earthquake
Q1543656,en,Grattan massacre
Q4871272,en,Battle of Imjin River (1592)
Q1887690,en,Sogdian Rock
Q931984,en,1973 American League Championship Series
Q1779008,en,Battle of Anghiari
Q382180,en,Affair of the Placards
Q895743,en,1991 World Amateur Boxing Championships
Q4048961,en,Operation Sailor Hat
Q5037060,en,Capture of Trincomalee
Q2060558,en,Siege of Pensacola
Q2113284,en,Battle of the Rice Boats
Q4555138,en,Atlantic campaign of May 1794
Q68580968,en,2021 United Nations Climate Change Conference
Q331721,en,1907 Tiflis bank robbery
Q2819552,en,2013 ATP World Tour Finals
Q2446643,en,Battle of Raate Road
Q6135267,en,Operation Dawn 8
Q3257552,en,Indian Ocean raid (1944)
Q3511199,en,1992 American League Championship Series
Q6665169,en,Lochry's Defeat
Q2037980,en,2007 Trophée Éric Bompard
Q1186616,en,Battle of Agua Dulce
Q1361512,en,Battle of Refugio
Q21588295,en,2015 CS Warsaw Cup
Q4290141,en,2008 Karl Schäfer Memorial
Q2505443,en,2009 Cup of China
Q2715272,en,1965 Australian Championships
Q4609069,en,2007 Ondrej Nepela Memorial
Q4606693,en,2006 Nebelhorn Trophy
Q2890481,en,Battle of Mackinac Island (1814)
Q1315700,en,Battle of Concepción
Q1361501,en,Battle of Coleto
Q1203058,en,Cycling at the 2008 Summer Olympics – Men's points race
Q589327,en,2012 Asian Beach Games
Q32166,en,34th Berlin International Film Festival
Q2718179,en,1946 Australian Championships
Q4622021,en,2011 Nordic Figure Skating Championships
Q2663279,en,Battle of Palikao
Q3511177,en,1974 American League Championship Series
Q3177188,en,TAM Transportes Aéreos Regionais Flight 402
Q528183,en,Battle of Newtown
Q2723005,en,Grass Fight
Q4038754,en,2006 Finlandia Trophy
Q4049574,en,2004 Skate Canada International
Q432131,en,Lady Be Good (aircraft)
Q895729,en,1978 World Amateur Boxing Championships
Q2391429,en,1948 Ashgabat earthquake
Q5685233,en,Hawks Nest Tunnel disaster
Q41486205,en,Air France Flight 66
Q2916113,en,1971 Bangladesh genocide
Q15197556,en,Battle of the Uxian Defile
Q1607396,en,47th Venice International Film Festival
Q4848429,en,Bailey–Johnson 150-metre race
Q2870015,en,Dublin and Monaghan bombings
Q2127150,en,Texas City Refinery explosion
Q5967210,en,I've Been to the Mountaintop
Q2608588,en,Cubana de Aviación Flight 455
Q128388,en,Treaty of Bakhchisarai
Q2722786,en,Treaty of Paris (1920)
Q4263317,en,Lisbon Protocol
Q16630286,en,French invasion of Malta
Q2231356,en,Operation Pierce Arrow
Q1937634,en,Operation Flaming Dart
Q4870638,en,Battle of Cao Bằng (1949)
Q3076639,en,Football at the 1962 Asian Games
Q571861,en,Battle of Speyerbach
Q18744547,en,68th British Academy Film Awards
Q18720558,en,Toronto Film Critics Association Awards 2014
Q377970,en,1989 World Games
Q768403,en,1993 World Games
Q1315779,en,1997 World Games
Q1202376,en,2010 Asian Beach Games
Q15585830,en,67th British Academy Film Awards
Q6077256,en,Ottoman–Persian War (1775–1776)
Q6937874,en,Murder of Helle Crafts
Q30717015,en,Rhine campaign (1713)
Q1059245,en,Cathay Pacific Flight 700Z bombing
Q7659034,en,Swissair Flight 316
Q6013695,en,Inauguration of Andrew Johnson
Q2288424,en,War of the Eight Saints
Q11223330,en,Indian Ocean in World War II
Q1092673,en,Ciompi Revolt
Q4601739,en,2003 Phnom Penh riots
Q4001887,en,UFC 22
Q375366,en,1910 Australasian Championships
Q4870543,en,Battle of Brechin
Q6694023,en,Lowest temperature recorded on Earth
Q3536853,en,Treaty of Paris (1626)
Q2335101,en,1935 Quetta earthquake
Q673043,en,1951 Australian Championships
Q20829242,en,Typhoon Goni (2015)
Q2410133,en,1949 U.S. National Championships (tennis)
Q328376,en,Nazi plunder
Q3267605,en,Varig Flight 820
Q2530002,en,Fire of Moscow (1547)
Q1467456,en,Battle of Teruel
Q1638640,en,Battle of Velasco
Q4613615,en,2009 Coupe Internationale de Nice
Q606847,en,2010 AIBA Women's World Boxing Championships
Q2814999,en,Chicago Film Critics Association Awards 2009
Q20708800,en,2015 ESPY Awards
Q11314823,en,Gulf of St. Lawrence campaign (1758)
Q2479557,en,27th Independent Spirit Awards
Q3562612,en,Qantas Flight 72
Q2910683,en,United Airlines Flight 629
Q1438495,en,Churchill Rocket Research Range
Q15052022,en,Biathlon at the 2014 Winter Olympics – Women's mass start
Q1085339,en,5th Asian Film Awards
Q1501709,en,FIS Alpine World Ski Championships 1985
Q4193514,en,2011 Golden Spin of Zagreb
Q1148483,en,Battle of Elixheim
Q6541445,en,Armistice of Mudanya
Q4618160,en,2010 Pavel Roman Memorial
Q4622644,en,2011 Triglav Trophy
Q4620852,en,2011 Crystal Skate of Romania
Q2565240,en,Naval battles of the American Revolutionary War
Q2807911,en,14th Critics' Choice Awards
Q7283753,en,"Raid on Lunenburg, Nova Scotia (1756)"
Q1297733,en,Xinle culture
Q5167832,en,Cooper Union speech
Q1090825,en,38th Annie Awards
Q127853,en,2011 World Women's Curling Championship
Q16208443,en,Operation Caravan
Q21725054,en,21st Critics' Choice Awards
Q21554839,en,69th British Academy Film Awards
Q462099,en,Battle of Calven
Q22122597,en,2016 Brit Awards
Q43381915,en,33rd Independent Spirit Awards
Q19574439,en,67th Primetime Emmy Awards
Q3073537,en,American Century
Q154788,en,Wukan protests
Q64085389,en,2019–20 EFL League Two
Q269739,en,2010 World Women's Curling Championship
Q60034785,en,32nd European Film Awards
Q4338036,en,Ottoman–Mamluk War (1485–1491)
Q66645732,en,2019 CS Warsaw Cup
Q2935422,en,Ottoman campaign against Hormuz
Q13362779,en,2013 Tbilisi anti-homophobia rally protests
Q2633598,en,Chalk's Ocean Airways Flight 101
Q20050713,en,Raid on Manila
Q54228877,en,May 2018 inter-Korean summit
Q774379,en,"Solar eclipse of July 11, 2010"
Q3241797,en,Sita Air Flight 601
Q947605,en,First Air Flight 6560
Q16717524,en,2015 AIBA World Boxing Championships
Q815221,en,Siege of Tyana
Q21175137,en,Gotham Independent Film Awards 2015
Q4872081,en,Battle of Pork Chop Hill
Q20708843,en,2017 NBA All-Star Game
Q2907870,en,Valley of Tears
Q15635918,en,2015 Suruga Bank Championship
Q16541030,en,2014 World Weightlifting Championships
Q19621595,en,2015 World Weightlifting Championships
Q21614682,en,2015 New York Film Critics Circle Awards
Q21292339,en,2015 CS Ice Challenge
Q21130380,en,2015 Autumn Classic International
Q27597867,en,2017 Suruga Bank Championship
Q18649860,en,2016 Suruga Bank Championship
Q7097464,en,Operation Rimau
Q830573,en,25th G8 summit
Q1627552,en,48th Primetime Emmy Awards
Q4591818,en,1996 World Weightlifting Championships
Q16972144,en,1991 Union Square derailment
Q585083,en,1972 Chicago commuter rail crash
Q637287,en,1950–51 Serie A
Q4871286,en,Battle of Ismailia
Q3485911,en,Siege of Kunduz
Q2405347,en,Kolavia Flight 348
Q4584587,en,1988 New York Film Critics Circle Awards
Q1334888,en,Iberia Flight 610
Q5299899,en,Double Tenth incident
Q2869125,en,Athletics at the 2006 Asian Games
Q595339,en,1960 United States Grand Prix
Q65243912,en,Skateboarding at the 2020 Summer Olympics – Men's street
Q406486,en,Air France Flight 296
Q2631349,en,Air Inter Flight 148
Q72517278,en,2019 Pacific-Asia Curling Championships
Q1398703,en,Battle of Hard
Q477778,en,Battle of Frastanz
Q7453539,en,Bek Air Flight 2100
Q48425813,en,Saratov Airlines Flight 703
Q55590012,en,Greenlandian
Q55602572,en,Northgrippian
Q48765125,en,2018 Tokyo Marathon
Q79373548,en,Typhoon Phanfone
Q3736944,en,Battle of the Siritsa River
Q6516946,en,Widerøe Flight 710
Q907519,en,1929 Grand Banks earthquake
Q3028762,en,Austral Líneas Aéreas Flight 2553
Q2993386,en,1798 Revolt of the Alfaiates
Q81771,en,Candelária massacre
Q2916956,en,Operation Jericho
Q101209661,en,Enumclaw horse sex case
Q2391690,en,2009 Australian dust storm
Q953414,en,Joelma fire
Q2469684,en,USS Hull (DD-945)
Q101559356,en,2020–2021 Western Saharan clashes
Q2078823,en,1960 New York mid-air collision
Q2890866,en,Battle of Cape Henry
Q15092854,en,1991 Paris Peace Agreements
Q2072316,en,Battle of the Chinese Farm
Q262558,en,2011 Los Angeles Film Critics Association Awards
Q3511224,en,1974 National League Championship Series
Q276878,en,Miss Universe 2001
Q1336051,en,1985 UCI Track Cycling World Championships
Q65250,en,39th G8 summit
Q765548,en,2011 MTV Movie Awards
Q3090819,en,Battle of Dover Strait (1917)
Q175423,en,2006 World Artistic Gymnastics Championships
Q20311312,en,2015 Nordic Figure Skating Championships
Q1348911,en,1575 Valdivia earthquake
Q28703,en,Brécourt Manor Assault
Q30311615,en,Mae Young Classic (2017)
Q523883,en,Death of Brian Wells
Q4870497,en,Battle of Blandford
Q4872420,en,Battle of Spencer's Ordinary
Q4872229,en,Battle of Sabbath Day Point
Q276882,en,Miss Universe 2000
Q1615396,en,UPS Airlines Flight 6
Q3062432,en,Hudson Bay expedition
Q4633549,en,2nd Asian Film Awards
Q1051194,en,1991 Women's Rugby World Cup
Q2031692,en,2006 Skate Canada International
Q127935,en,2002 Dutch TT
Q614619,en,2004 German motorcycle Grand Prix
Q2410107,en,1952 U.S. National Championships (tennis)
Q552195,en,3rd Berlin International Film Festival
Q1575996,en,Kiev Arsenal January Uprising
Q11188077,en,21st Independent Spirit Awards
Q4603374,en,2004 Trophée Éric Bompard
Q2090204,en,Pacers–Pistons brawl
Q2322592,en,2005 Malaysian motorcycle Grand Prix
Q2889191,en,Battle of Magdhaba
Q27906759,en,Hurricane Otto
Q18330893,en,Battle of Sept-Îles
Q460476,en,One-Two-GO Airlines Flight 269
Q695215,en,Treaty of Berlin (1926)
Q658077,en,Figure skating at the 2010 Winter Olympics – Pair skating
Q903016,en,Convoy HX 106
Q497354,en,Asiana Airlines Flight 733
Q489904,en,Air China Flight 129
Q2723884,en,2012 Women's Softball World Championship
Q2254983,en,Pan Am Flight 759
Q2660195,en,1987 Asian Women's Volleyball Championship
Q1047654,en,Basketball at the 1951 Asian Games
Q1051201,en,1994 Women's Rugby World Cup
Q327291,en,1998 Women's Rugby World Cup
Q604866,en,2002 Women's Rugby World Cup
Q83569189,en,Delta Air Lines Flight 89
Q61846653,en,Atlas Air Flight 3591
Q918003,en,1986 FIVB Volleyball Men's World Championship
Q929245,en,1965 U.S. National Championships (tennis)
Q42417787,en,2019 Bougainvillean independence referendum
Q3099510,en,Rugby sevens at the 2006 Asian Games
Q3486019,en,Siege of San Sebastián
Q4564546,en,1939 New York Film Critics Circle Awards
Q1184775,en,Comair Flight 5191
Q2807456,en,12th Critics' Choice Awards
Q538398,en,Battle off the coast of Abkhazia
Q738787,en,Lelantine War
Q4624917,en,2012 Boeing 727 crash experiment
Q20640427,en,2015 FIFA Women's World Cup Final
Q7509881,en,Siege of Boonesborough
Q4870424,en,Battle of Bargal (2007)
Q22039066,en,January 2016 Istanbul bombing
Q2473385,en,2002 Vitim event
Q2030563,en,2008 Cup of Russia
Q6013706,en,Inauguration of Chester A. Arthur
Q4608973,en,2007 NRW Trophy
Q472695,en,33rd Berlin International Film Festival
Q524775,en,1991 World Artistic Gymnastics Championships
Q4872426,en,Battle of Springfield
Q1031740,en,Grey's raid
Q4617029,en,2010 Crystal Skate of Romania
Q484845,en,1997 Winter Universiade
Q3689898,en,Convoy HG 76
Q554350,en,1989 World Artistic Gymnastics Championships
Q53729870,en,Cubana de Aviación Flight 972
Q7509962,en,Capture of Damascus (1920)
Q4613273,en,2009 Asian Cycling Championships
Q3267638,en,May 2010 Northern Sumatra earthquake
Q6682364,en,Los Angeles Times bombing
Q276795,en,Miss Universe 1981
Q2340698,en,All-Ukrainian National Congress
Q707497,en,China Airlines Flight 120
Q14168886,en,2013 Dingxi earthquakes
Q3178860,en,2005 Skate America
Q644021,en,Battle of Kruty
Q2254625,en,Aeroflot Flight 1491
Q36585550,en,2028 Summer Paralympics
Q2363927,en,Used Cars
Q7129570,en,Pan Am Flight 7
Q2026122,en,2006 Hezbollah cross-border raid
Q473877,en,Erfurt school massacre
Q2816323,en,2009 Los Angeles Film Critics Association Awards
Q18700301,en,2014 NRW Trophy
Q1779439,en,Battle of the Cedars
Q3562565,en,Air Moorea Flight 1121
Q18455492,en,2014 CS Volvo Open Cup
Q2032554,en,Second Melillan campaign
Q18122903,en,15th Annual Latin Grammy Awards
Q17560945,en,Ferguson unrest
Q18555697,en,18th Hollywood Film Awards
Q3291913,en,Battle of Jenkins' Ferry
Q2635258,en,2007 Zasyadko mine disaster
Q400465,en,Little War (Cuba)
Q613025,en,Independent Air Flight 1851
Q1484007,en,2008 G20 Washington summit
Q1139693,en,1st Venice International Film Festival
Q4349327,en,1993 Latur earthquake
Q4055377,en,Alrosa Flight 514
Q569278,en,1992 attack on Israeli embassy in Buenos Aires
Q54848631,en,Wrestling at the 2018 Asian Games
Q2698736,en,2001 World Youth Championships in Athletics
Q107370088,en,2021 Western North America heat wave
Q7059929,en,Northwest Airlink Flight 5719
Q1373793,en,1915 Far Eastern Championship Games
Q55398946,en,2021 World Artistic Gymnastics Championships
Q22115568,en,Battle of Mutanchiang
Q76026457,en,35th Independent Spirit Awards
Q13650248,en,Mongol conquest of the Qara Khitai
Q108035606,en,Capture of Zaranj
Q59525202,en,Taekwondo at the 2020 Summer Paralympics
Q60751272,en,2022 NBA All-Star Game
Q55389110,en,Swimming at the 2018 Asian Games
Q748969,en,Miss World 1964
Q22960625,en,2016 Women's Softball World Championship
Q54408,en,1986 Brazilian Grand Prix
Q15062174,en,Battles of New Ulm
Q4872754,en,Battle of Wood Lake
Q5692335,en,Operation Nasr 4
Q263716,en,Eight Trigrams uprising of 1813
Q12015696,en,Great Satraps' Revolt
Q693595,en,Athletics at the 2008 Summer Olympics – Men's marathon
Q2420811,en,Battle of Mount Tabor (1799)
Q1344365,en,Ensisheim meteorite
Q4053207,en,Wold Cottage meteorite
Q1535168,en,4th Golden Raspberry Awards
Q666698,en,FIS Alpine World Ski Championships 1935
Q82995,en,Second Battle of al-Faw
Q29018010,en,1968 Kadena Air Base B-52 crash
Q4559522,en,1912 Republican National Convention
Q13574846,en,UFC Ultimate Fight Night 4
Q640194,en,Battle of Intombe
Q2732287,en,Battle of Porto Praya
Q4614410,en,2009 NRW Trophy
Q1007737,en,2008 Kunming bus bombings
Q7510190,en,Siege of Lilybaeum (278 BC)
Q16141404,en,Burmese–Siamese War (1563–1564)
Q2842206,en,Eastern Air Lines Flight 66
Q66459174,en,Ural Airlines Flight 178
Q4845442,en,Battle of Thomas Creek
Q16992,en,Battle of Przemyśl (1918)
Q594616,en,1965 FIVB Volleyball Men's World Cup
Q2084768,en,2010 Finlandia Trophy
Q4618617,en,2010 Triglav Trophy
Q2660435,en,1983 Asian Women's Volleyball Championship
Q2660179,en,1991 Asian Women's Volleyball Championship
Q2660173,en,1979 Asian Women's Volleyball Championship
Q1091016,en,1987 Men's European Volleyball Championship
Q60266,en,United Airlines Flight 173
Q4204624,en,Battle of Lake Pontchartrain
Q978558,en,FIS Freestyle World Ski Championships 2001
Q2259031,en,Battle of Cascina
Q812876,en,2007 Beach Volleyball World Championships
Q268104,en,Bioče derailment
Q4617963,en,2010 NRW Trophy
Q1546965,en,FIS Nordic World Ski Championships 1929
Q1067451,en,Nordic combined at the 1960 Winter Olympics
Q3815421,en,Dominican Restoration War
Q3636616,en,Operation Fustian
Q2469370,en,Battle of Motien Pass
Q17554,en,Oikos University shooting
Q3518115,en,Tennis at the 2006 Asian Games
Q785503,en,Nordic combined at the 1968 Winter Olympics
Q1637874,en,2007 World Wrestling Championships
Q15197330,en,Battle of Manila (1574)
Q8348305,en,1582 Cagayan battles
Q4614955,en,2009 Triglav Trophy
Q2784125,en,Singapore Airlines Flight 117
Q2640981,en,Battle of Nezib
Q531412,en,West German Embassy siege in Stockholm
Q4604713,en,2005 Ondrej Nepela Memorial
Q7673301,en,Table tennis at the 1998 Asian Games
Q7673306,en,Table tennis at the 2002 Asian Games
Q2755912,en,UFC 11
Q2668382,en,Siege of Suffolk
Q210602,en,Boston campaign
Q705279,en,Battle of Wuyuan
Q2094436,en,Athletics at the 1976 Summer Olympics – Men's 100 metres
Q980977,en,2009 NBA All-Star Game
Q2329463,en,April 2010 Sumatra earthquake
Q1461766,en,Battle of Rathmines
Q3098353,en,Air India Flight 855
Q1894592,en,33rd Saturn Awards
Q21869244,en,2016 Tokyo Marathon
Q4946356,en,Boroughitis
Q4607044,en,2006 Triglav Trophy
Q1319091,en,1988 World Figure Skating Championships
Q3311708,en,Wembley Cup
Q35519507,en,2017 Jiuzhaigou earthquake
Q23461315,en,2016 Red Bull Air Race of Abu Dhabi
Q27686995,en,The Best FIFA Football Awards 2016
Q3648080,en,1994 Bolivia earthquake
Q276789,en,Miss Universe 1985
Q1112135,en,49th Primetime Emmy Awards
Q47345655,en,Sanchi oil tanker collision
Q4547511,en,115 Antioch earthquake
Q4616434,en,2010 24 Hours of Daytona
Q914370,en,1985 Men's European Volleyball Championship
Q15884770,en,Battle of Ayn al-Warda
Q3544130,en,856 Damghan earthquake
Q7509958,en,Siege of Cyropolis
Q125775,en,History of the Dominican Republic
Q5210932,en,Dalian PX protest
Q471156,en,Bombing of Cologne in World War II
Q55633151,en,Siege of Bahrain
Q20638753,en,Battle of Alexandretta
Q13637781,en,Inauguration of John Tyler
Q379346,en,Battle of Tippecanoe
Q4337382,en,Siege of Cannanore (1507)
Q2375246,en,2004 Russian aircraft bombings
Q1780067,en,2009 World Youth Championships in Athletics
Q1153201,en,1993 Lithuanian presidential election
Q571110,en,1st Berlin International Film Festival
Q282988,en,FIS Nordic World Ski Championships 1927
Q1546981,en,FIS Nordic World Ski Championships 1925
Q842831,en,Caspian Airlines Flight 7908
Q85503435,en,Ngarbuh massacre
Q4871284,en,Battle of Iron Works Hill
Q852189,en,Roque at the 1904 Summer Olympics
Q4567446,en,1952 Democratic National Convention
Q1119929,en,1984 UCI Track Cycling World Championships
Q1982946,en,2002 Hindu Kush earthquakes
Q16743981,en,2014 Badakhshan mudslides
Q21201293,en,October 2015 Hindu Kush earthquake
Q2777094,en,Coronation Cup (football)
Q306816,en,1985 British Grand Prix
Q655304,en,Nyarubuye massacre
Q7897916,en,UpStairs Lounge arson attack
Q55739291,en,Baseball at the 2018 Asian Games
Q7959512,en,Wager's Action
Q1117601,en,Greater Poland uprising (1794)
Q12717499,en,Siege of Colonia del Sacramento
Q7510145,en,Siege of Kandahar
Q16169269,en,Siege of Narbonne (752–59)
Q7057851,en,Northeast Coast campaign (1723)
Q4871609,en,Battle of Lubieszów
Q22947438,en,Attack on Convoy AN 14
Q7283755,en,Raid on Nassau
Q4188862,en,Capture of the Bahamas (1783)
Q10540838,en,1717 Guatemala earthquake
Q4553120,en,1773 Guatemala earthquake
Q55808122,en,July 2018 Lombok earthquake
Q55974069,en,5 August 2018 Lombok earthquake
Q56193001,en,19 August 2018 Lombok earthquake
Q1534960,en,44th Golden Globe Awards
Q52769467,en,Badminton at the 2018 Asian Games
Q2292497,en,Linate Airport disaster
Q16246530,en,Battle of Pasewalk
Q2297768,en,Jimmy Carter rabbit incident
Q24728,en,Siege of Salvador
Q4121073,en,Chilean naval mutiny of 1931
Q4273940,en,Siege of Malacca (1568)
Q2697152,en,Avianca Flight 203
Q501208,en,1991 Azerbaijani Mil Mi-8 shootdown
Q31880,en,Castilian War
Q781796,en,Austria at the 1998 Winter Olympics
Q13107687,en,Guang Da Xing No. 28 incident
Q16956137,en,2014 Billboard Music Awards
Q3536143,en,Bandaranaike Airport attack
Q2853075,en,TAP Air Portugal Flight 425
Q4249406,en,2013 Nordic Figure Skating Championships
Q1348559,en,2014 Asian Beach Games
Q4571060,en,1963 BAC One-Eleven test crash
Q3577541,en,"Solar eclipse of February 15, 1961"
Q1146513,en,"Solar eclipse of July 22, 1990"
Q1409455,en,"Solar eclipse of June 30, 1992"
Q1490443,en,"Solar eclipse of May 10, 1994"
Q1584078,en,"Solar eclipse of November 3, 1994"
Q1640337,en,"Solar eclipse of October 24, 1995"
Q1859834,en,"Solar eclipse of March 9, 1997"
Q1584023,en,"Solar eclipse of February 16, 1999"
Q934366,en,"Solar eclipse of March 29, 2006"
Q671065,en,"Solar eclipse of August 1, 2008"
Q1556090,en,"Solar eclipse of January 26, 2009"
Q1141194,en,"Solar eclipse of January 15, 2010"
Q1131439,en,"Solar eclipse of December 26, 2019"
Q1144066,en,"Solar eclipse of June 21, 2020"
Q6019809,en,Indian Airlines Flight 605
Q3271379,en,Gulf Air Flight 072
Q5420971,en,Expedition to Lapland
Q48896366,en,Guangxi Massacre
Q4566248,en,1948 Democratic National Convention
Q2897821,en,First Battle of Murfreesboro
Q550500,en,Battle of Nam Dong
Q4872675,en,Siege of Villafranca (1744)
Q165720,en,1860 Oxford evolution debate
Q975921,en,2005 World Artistic Gymnastics Championships
Q529980,en,2009 World Rhythmic Gymnastics Championships
Q2633149,en,Trial of the Sixteen
Q1005363,en,Cycling at the 2008 Summer Olympics – Men's sprint
Q2025205,en,Sosoliso Airlines Flight 1145
Q24906934,en,Wheelchair rugby at the 2016 Summer Paralympics
Q939358,en,First Battle of Homs
Q720100,en,Battle of Sepeia
Q1464256,en,Badminton at the 2012 Summer Olympics – Women's doubles
Q252032,en,Mahmudiyah rape and killings
Q10843969,en,1984 Taiwanese presidential election
Q123215,en,Battle of Jaxartes
Q4872472,en,Battle of Susa
Q4870683,en,Battle of Cañada
Q4881201,en,Beijing Treaty on Audiovisual Performances
Q4625910,en,2012 Japanese Super Cup
Q2237325,en,Battle of Athens (1946)
Q895742,en,1989 World Amateur Boxing Championships
Q3562572,en,Inex-Adria Aviopromet Flight 1308
Q1459010,en,Northwest Airlines Flight 255
Q783597,en,American Airlines Flight 1420
Q5254563,en,Delta Air Lines Flight 1288
Q4870627,en,Battle of Campo Jordán
Q4871127,en,Battle of Gondra
Q5028462,en,Campo Vía pocket
Q2888261,en,Battle of Cañada Strongest
Q1967436,en,2012 National League Wild Card Game
Q3486941,en,Battle of Summa
Q465519,en,2012 American League Wild Card Game
Q1894608,en,31st Saturn Awards
Q52640364,en,2018 Hawaii earthquake
Q4592518,en,1997 Intercontinental Cup (baseball)
Q11333034,en,West Fertilizer Company explosion
Q1268842,en,1996 Croatia USAF CT-43 crash
Q1090528,en,1964 FIBA World Championship for Women
Q3231705,en,2010 Gansu mudslide
Q2983513,en,1973 Nantes mid-air collision
Q952155,en,1952 Australian Championships
Q2746913,en,Air Canada Flight 621
Q3269671,en,Battle of Rovaniemi
Q60616816,en,2019 Saha Airlines Boeing 707 crash
Q4587673,en,1992 Flores earthquake and tsunami
Q66363820,en,Morogoro tanker explosion
Q1094539,en,Cathay Pacific Flight 780
Q4560139,en,1915 Ottoman Syria locust infestation
Q5390512,en,Southwest Airlines Flight 812
Q7129575,en,Pan Am Flight 830
Q4867676,en,Basketball at the 1982 Asian Games
Q941666,en,44th Primetime Emmy Awards
Q1486364,en,1888 North Canterbury earthquake
Q1755265,en,Kulli culture
Q4573128,en,1968 Hyūga-nada earthquake
Q514382,en,Battle of al-Harra
Q3636601,en,Battle of Rottofreddo
Q934058,en,Fencing at the 1984 Summer Olympics
Q878856,en,Hinterkaifeck murders
Q25387010,en,2016 CS Finlandia Trophy
Q13416816,en,Chicago Film Critics Association Awards 2011
Q1636649,en,FIS Nordic World Ski Championships 1980
Q21097007,en,2015 International Cup of Nice
Q2660758,en,2010 World Rhythmic Gymnastics Championships
Q1420226,en,Port Chicago disaster
Q1809343,en,5th Screen Actors Guild Awards
Q2710799,en,Austin Film Critics Association Awards 2008
Q1122726,en,1994 NHL Entry Draft
Q1960907,en,1996 NHL Entry Draft
Q776656,en,1998 NHL Entry Draft
Q815200,en,Siege of Riga (1700)
Q3508861,en,Uppsala Synod
Q20715164,en,2017 NHL Entry Draft
Q24897149,en,2018 NHL Entry Draft
Q17515631,en,2016 NHL Entry Draft
Q30646802,en,2019 NHL Entry Draft
Q25339721,en,Women's March (South Africa)
Q1505471,en,General Art and Industrial Exposition of Stockholm
Q1897020,en,FIS Alpine World Ski Championships 1932
Q384680,en,Battle of Hanko (1941)
Q319859,en,International Building Exhibition Berlin
Q4630247,en,2014 NHL Entry Draft
Q706005,en,Friedrichstadt (Berlin)
Q104696741,en,56th Guldbagge Awards
Q3362247,en,Franco-Swedish War
Q1694655,en,2000 NHL Entry Draft
Q1523956,en,1993 NHL Entry Draft
Q18143398,en,2016 World Cup of Hockey
Q2657874,en,Battle of Hogland
Q2004436,en,Battle of Vyborg Bay (1790)
Q1802702,en,Death of Marilyn Monroe
Q106185868,en,2021 Suez Canal obstruction
Q19979986,en,2021 IIHF World Championship
Q826133,en,Crossing of the Düna
Q815214,en,Siege of Thorn (1703)
Q15427642,en,1930 Women's World Games
Q15401736,en,1934 Women's World Games
Q57970209,en,Trial of Catalonia independence leaders
Q138837,en,Catalan Republic (2017)
Q64514005,en,Swimming at the 2020 Summer Olympics – Men's 100 metre backstroke
Q64514182,en,Swimming at the 2020 Summer Olympics – Men's 200 metre backstroke
Q64514020,en,Swimming at the 2020 Summer Olympics – Men's 200 metre freestyle
Q64513987,en,Swimming at the 2020 Summer Olympics – Men's 100 metre butterfly
Q64514180,en,Swimming at the 2020 Summer Olympics – Men's 1500 metre freestyle
Q4060498,en,Invasion of Åland
Q231289,en,4. documenta
Q1233994,en,Documenta 5
Q1233993,en,Documenta 6
Q10684373,en,Dano-Swedish War (1501–1512)
Q3377693,en,Norrköping Exhibition of Art and Industry
Q25991448,en,Swimming at the 2016 Summer Olympics – Men's 1500 metre freestyle
Q64514193,en,Swimming at the 2020 Summer Olympics – Men's 800 metre freestyle
Q3628867,en,Athletics at the 1972 Summer Olympics – Women's 4 × 400 metres relay
Q3628745,en,Athletics at the 1976 Summer Olympics – Women's 4 × 400 metres relay
Q2519023,en,Somewhere Back in Time World Tour
Q741498,en,World Slavery Tour
Q1960897,en,1992 NHL Entry Draft
Q127432,en,2004 NHL Entry Draft
Q1104917,en,Ådalen shootings
Q16157394,en,2015 NHL Entry Draft
Q4870653,en,Battle of Carberry Hill
Q15303820,en,1926 Women's World Games
Q26212162,en,Judo at the 2016 Summer Olympics – Women's 48 kg
Q65235542,en,Judo at the 2020 Summer Olympics – Women's 52 kg
Q28947327,en,1923 Women's Olympiad
Q50320739,en,1924 Women's Olympiad
Q12370846,en,1922 Women's World Games
Q17008856,en,Olympics of Grace
Q62020031,en,Rowing at the 2020 Summer Olympics – Women's double sculls
Q2564536,en,Battle of Svensksund (1789)
Q2578430,en,Battle of Svensksund
Q64513991,en,Swimming at the 2020 Summer Olympics – Men's 100 metre freestyle
